26x27
o,12,22
o,12,23
o,12,24
o,12,26
o,13,1
o,13,3
o,13,4
o,13,5
o,13,6
o,13,8
o,13,9
o,13,10
o,13,12
o,13,14
o,13,15
o,13,16
o,13,17
o,13,18
o,13,19
o,13,20
o,13,21
o,13,22
o,13,23
o,13,24
o,13,25
o,13,26
o,14,1
o,14,2
o,14,3
o,14,4
o,14,5
o,14,7
o,14,11
o,14,12
o,14,13
o,14,14
o,14,15
o,14,16
o,14,17
o,14,18
o,14,19
o,14,20
o,14,21
o,14,22
o,14,24
o,14,25
o,14,26
o,15,0
o,15,1
o,15,2
o,15,3
7,15,5
o,15,7
7,15,9
o,15,11
o,15,13
o,15,14
o,15,15
o,15,16
o,15,17
o,15,18
o,15,19
o,15,20
o,15,21
o,15,22
o,15,23
o,15,24
o,15,25
o,15,26
o,16,0
o,16,1
o,16,2
7,16,3
o,16,4
o,16,5
o,16,11
o,16,12
o,16,13
o,16,14
o,16,15
o,16,16
o,16,17
o,16,18
o,16,19
o,16,20
o,16,21
o,16,22
o,16,23
o,16,24
o,16,25
o,16,26
o,17,0
o,17,1
o,17,2
o,17,3
o,17,4
o,17,5
o,17,10
o,17,12
o,17,13
o,17,14
o,17,15
o,17,16
o,17,17
o,17,18
o,17,19
o,17,20
o,17,21
o,17,22
o,17,23
o,17,24
o,17,25
o,17,26
o,18,0
7,18,1
o,18,2
o,18,9
o,18,10
o,18,11
o,18,12
o,18,13
o,18,14
o,18,15
o,18,16
o,18,17
o,18,18
o,18,19
o,18,23
o,18,24
o,18,25
o,18,26
o,19,0
o,19,1
o,19,2
7,19,4
o,19,7
o,19,9
o,19,10
o,19,11
o,19,12
o,19,13
o,19,14
o,19,15
o,19,16
o,19,17
o,19,18
o,19,19
X,19,21
o,19,23
o,19,24
o,19,25
o,19,26
o,20,0
o,20,7
7,20,8
o,20,9
o,20,10
o,20,11
o,20,12
o,20,13
o,20,14
o,20,16
o,20,17
o,20,18
o,20,19
o,20,23
o,20,24
o,20,25
X,21,3
o,21,5
o,21,6
o,21,7
o,21,8
o,21,9
o,21,10
o,21,11
o,21,12
o,21,13
o,21,14
o,21,15
o,21,16
o,21,17
o,21,18
o,21,19
o,21,20
o,21,21
o,21,22
o,21,23
o,21,24
o,21,25
o,21,26
o,22,0
o,22,1
o,22,5
o,22,6
o,22,7
o,22,8
o,22,9
o,22,10
o,22,13
o,22,14
o,22,15
o,22,16
o,22,17
o,22,18
o,22,19
o,22,20
o,22,21
o,22,22
o,22,23
o,22,24
o,22,25
o,23,3
o,23,4
o,23,5
o,23,6
o,23,7
o,23,8
o,23,9
o,23,10
o,23,11
o,23,12
o,23,13
o,23,14
o,23,15
o,23,16
o,23,17
o,23,18
o,23,19
o,23,20
o,23,21
o,23,22
o,23,24
o,23,25
o,23,26
o,24,3
o,24,4
o,24,5
o,24,6
o,24,7
o,24,8
o,24,9
o,24,10
o,24,11
o,24,12
o,24,13
o,24,14
o,24,15
o,24,16
o,24,17
o,24,18
o,24,19
o,24,20
o,24,21
o,24,22
o,24,24
o,24,25
o,24,26
X,25,0
o,25,4
o,25,5
o,25,6
o,25,7
o,25,8
o,25,9
o,25,10
o,25,11
o,25,12
o,25,13
o,25,14
o,25,15
o,25,16
o,25,17
o,25,18
o,25,19
o,25,20
o,25,21
o,25,22
o,25,23
o,25,25
o,25,26
